Date,^BSESN,INFY.BO,RELIANCE.BO,HDFCBANK.BO,AXISBANK.BO,BHARTIARTL.BO,ICICIBANK.BO,VEDL.BO,CIPLA.BO,TCS.BO,NESTLEIND.BO,TITAN.BO,IDBI.BO,TVSMOTOR.BO,BOSCHLTD.BO,GAIL.BO,YESBANK.BO,VOLTAS.BO,MARICO.BO,UNIONBANK.BO,NAUKRI.BO
2020-10-12,40716.94921875,1120.0,2233.5,1235.0,473.3500061035156,431.1499938964844,404.25,109.9000015258789,806.0,2818.89990234375,16145.0,1265.0,34.95000076293945,471.0,12787.2998046875,87.0,13.15999984741211,689.2999877929688,370.0,25.0,3462.5
2020-10-13,40592.5390625,1135.0,2232.199951171875,1214.1500244140625,467.6000061035156,420.0,401.6000061035156,98.19999694824219,810.0,2845.0,15900.0,1260.0,34.5,472.8500061035156,12563.7998046875,84.0,12.9399995803833,662.0,367.45001220703125,25.25,3510.0
2020-10-14,40623.19140625,1164.699951171875,2284.89990234375,1193.300048828125,459.79998779296875,416.0,394.1499938964844,99.4000015258789,789.0,2840.14990234375,15673.0,1224.0,34.099998474121094,464.0,12399.0,83.0,12.90999984741211,665.8499755859375,366.29998779296875,24.25,3580.75
2020-10-15,41048.05078125,1184.0,2291.0,1214.800048828125,472.8999938964844,413.3500061035156,407.0,98.69999694824219,776.0,2810.10009765625,15820.0,1220.5,34.25,465.0,12200.0,82.0999984741211,12.899999618530273,665.2000122070312,362.0,24.149999618530273,3755.0
2020-10-16,39936.609375,1112.0,2214.800048828125,1182.0,463.20001220703125,403.45001220703125,394.20001220703125,96.5,768.5,2751.0,15699.0,1234.0,35.0,457.3999938964844,11902.0,82.80000305175781,12.550000190734863,688.0999755859375,361.0,23.299999237060547,3699.949951171875
2020-10-19,40318.5703125,1133.5999755859375,2192.0,1220.0,477.45001220703125,404.54998779296875,400.1000061035156,95.69999694824219,782.0999755859375,2777.0,15588.0,1234.0,38.45000076293945,469.0,12012.0,84.05000305175781,12.800000190734863,705.5999755859375,363.0,23.399999618530273,3622.199951171875
2020-10-20,40420.2890625,1119.8499755859375,2183.699951171875,1212.0,486.0,397.29998779296875,413.95001220703125,96.5999984741211,763.8499755859375,2722.0,16000.0,1227.0,38.0,462.0,11940.0,85.25,13.100000381469727,683.0,364.25,23.799999237060547,3474.85009765625
2020-10-21,40767.140625,1142.0,2171.10009765625,1231.0,497.0,405.8999938964844,416.0,101.3499984741211,782.7999877929688,2739.0,16230.0,1240.0,38.099998474121094,447.0,11970.0,86.5,12.979999542236328,699.0,365.0,23.649999618530273,3474.10009765625
2020-10-22,40531.30859375,1146.0,2123.0,1242.0,493.5,418.8500061035156,416.8999938964844,105.5,767.0,2666.800048828125,16000.0,1236.199951171875,37.150001525878906,446.0,11756.0,86.0,12.920000076293945,701.0,360.5,24.450000762939453,3491.85009765625
2020-10-23,40728.390625,1134.449951171875,2109.0,1240.0,514.7999877929688,433.0,416.20001220703125,105.5999984741211,764.0,2684.0,15912.0,1241.800048828125,39.349998474121094,447.0,11896.0,88.8499984741211,12.729999542236328,710.5999755859375,359.0,24.25,3402.0
2020-10-26,40649.76171875,1121.0,2101.0,1232.0,507.0,435.6000061035156,417.54998779296875,105.0,759.3499755859375,2695.0,16139.599609375,1245.0999755859375,40.20000076293945,445.0,12264.900390625,87.94999694824219,14.010000228881836,704.0,358.0,24.5,3616.0
