Up Steps,Down Steps,Call Price,Put Price
6,0,160.61138775301717,0.942426524411335
5,1,98.43886924880036,2.998249745266071
4,2,55.29535567856728,7.436262009137822
3,3,27.573204236383805,14.96337187269708
2,4,11.767496962598841,25.27095963977737
1,5,4.121404621027416,36.970072066516465
0,6,1.1250032145209172,48.30495083519326
