,date,^BSESN,INFY.BO,RELIANCE.BO,HDFCBANK.BO,AXISBANK.BO,BHARTIARTL.BO,ICICIBANK.BO,VEDL.BO,CIPLA.BO,BAJAJ-AUTO.BO,NESTLEIND.BO,TITAN.BO,IDBI.BO,TVSMOTOR.BO,BOSCHLTD.BO,GAIL.NS,YESBANK.BO,VOLTAS.BO,MARICO.NS,UNIONBANK.BO,BERGEPAINT.BO
0,2018-01-01,-0.007258906813479949,-0.005240338461538403,-0.011334069414316719,-0.008542445274959957,0.0043562444798187615,-0.006302955233108949,-0.004647474358974408,-0.0154078731117825,0.009488448844884489,-0.009980218548048567,-0.003654797588832443,0.004235265882352905,-0.04206352380952382,0.003075884816753887,-0.019053984501939347,-0.008253761154721147,-0.002547732484076385,-0.011806824674948518,-0.005581358139534837,-0.00034484827586209513,-0.03168893633321133
1,2018-01-02,-0.0029866840736931387,-0.0074237874627282475,-0.003934399999999966,0.008400181035810842,-0.006479034624117841,-0.02786669374138081,-0.00306257886282743,0.013618056076421095,-0.016291210259379175,-0.006244685396932172,-0.001365894599487878,-0.011228042105263122,-0.018181785123966933,-0.0137335295910419,-0.011753917558290484,-0.019146812749593775,-0.002720019200000024,-0.004076960000000047,0.014325773634523094,-0.02205383781996546,-0.023633656881845922
2,2018-01-03,-0.00401509099307165,-0.015362342028985537,-0.008762005403056931,-0.011392729989327626,0.000535645043170655,-0.00680079163710423,0.016290283870967693,0.008491244882486686,-0.004836085245901664,-0.015819845301878955,-0.0040066055534423595,-0.005400724738675994,-0.0008403193277310871,-0.01709615234135466,-0.005983099415956925,-0.013486269209909349,0.01315359590040686,-0.005037978795398374,-0.018807321100917408,0.014528617383616445,-0.005862284550581287
3,2018-01-04,0.0016852890158467787,-0.006555784735812148,0.0013601741022850925,-0.0003767233584499135,-0.010000927303281533,0.00471150659213516,-0.0006349587301587783,0.014961100599840791,0.012848045311074204,0.006090040086339809,-0.0021110966727035593,0.04292399064327487,0.06446284297520662,-0.011677403870967723,-0.006693648552413439,0.005465609964097819,0.0018957535545023937,0.0034198850319269946,0.009837582392095576,0.026829310104529668,0.006642626381812425
4,2018-01-05,0.003897033644767148,-0.003151789656083415,0.0027159152634437804,0.0007799634211941577,0.001957252669039092,0.03053433698971638,-0.002075000798084573,0.00014737027780525202,-0.008812372696663502,0.0014819867609671647,-0.00249998753180663,0.01854340392156861,-0.03547166792452829,0.0011734341590613172,-0.001030496497462017,-0.009218450615054361,0.05129419386215381,-0.004395490275305797,0.01505745392628154,-0.013912473135562707,-0.01224939893651217
5,2018-01-08,0.003988181826567533,0.020344851231527124,0.004707321840683659,-0.0028418487935657163,0.003906511420125482,-0.03532709320999041,0.003674102236421701,-0.001029429411764728,-0.002520305691056886,-0.012258715922798586,0.011749376335877849,0.014199574561403526,-0.020155023255813947,0.00261437908496732,0.005945021118951526,-0.0052000147103963565,-0.013609485207100614,-0.03802710843373494,-0.014786603658536608,0.0031034275862068706,-0.009953029107981192
6,2018-01-09,0.00033637785773695325,0.0012500461538462121,0.012755003662946117,-0.004513863247863215,0.0002655292035398767,-0.015444008217682752,-0.00904763809523812,-0.013015449190092636,-0.004464285714285714,-0.01069903815628814,-0.0189450072741797,0.008323437682156005,-0.008634207085805222,0.0028592006832017765,-0.005864267585170428,0.007035881079747056,0.024016811335632337,0.01328125,0.0004633734767979941,-0.01933508219817152,0.013815268108314818
7,2018-01-10,-0.0030606446774957777,0.0016191560730928597,-0.003703703703703704,-0.0013404825737265416,-0.007673374167999763,-0.014883284220423568,-0.0016,-0.00829389203269156,0.006022057056429964,-0.010251486158211927,0.0058225970437017546,-0.01818181818181818,-0.015873015873015872,-0.004212572909915748,-0.0012145175464603644,-0.011654560045781127,-0.003957801161692174,-0.027391975308641976,-0.007253104938271629,-0.01597224305555558,-0.009622596226415037
8,2018-01-11,0.0009285302390415355,0.021462465337131975,-0.0048314181045924975,0.005430094623655898,-0.006584236891163222,0.01518589073702757,-0.008173038461538412,-0.001793739910313924,-0.006728216732714908,-0.03786057692307692,0.000802620891206243,-0.011492361655773404,0.0008090453205347088,-0.016080697916666626,0.00821946200641828,-0.004420356437274428,0.007647076470588258,-0.012142256104369422,-0.011562537500000048,-0.01971833098591552,-0.008893807473178238
9,2018-01-12,0.0003875863542070733,-0.009733678604224031,0.0050424628450106155,-0.0004821858385015725,-0.007589285714285714,-0.01840256466504065,0.026337029193587467,0.0060912734306798515,-0.004078303425774877,-0.009329142589703623,-0.01041285307423542,-0.0029768599779493,-0.013720790738970302,0.0011333013333332928,-0.010059958981091329,0.005315930473068443,-0.007285443810906784,0.0052380761904761665,-0.015892959874114824,-0.014642878571428599,-0.012412026952471913
10,2018-01-15,0.004506006011246559,0.0017617283263792586,-0.002736303901456955,0.015898136193029506,0.00890690418353579,-0.011568629268616107,0.03178836323664388,-0.006303119208974721,-0.00709620880913535,-0.0037164336983998747,-0.006769205769230725,0.01149869293352149,0.016962826592477324,-0.026250015789473703,0.004841693615521893,-0.024134837759530712,-0.023259193838900055,-0.005992726926077009,-0.005588376284624805,0.01678834306569346,-0.011380552238805913
