Up Steps,Down Steps,Call Price,Put Price
4,0,100.66266571336142,3.504173897971971
3,1,57.6999946871752,8.004223459740741
2,2,29.803955121326954,15.269432108574842
1,3,13.469716242796975,24.983286569394064
0,4,5.154831129992472,35.96530361639755
